"1915 National League Standings
1915 Team Standings | 1915 World Series"
Team | Roster,W,L,WP,GB
Philadelphia Phillies,90,62,.592,0
Boston Braves,83,69,.546,7
Brooklyn Robins,80,72,.526,10
Chicago Cubs,73,80,.477,17½
Pittsburgh Pirates,73,81,.474,18
St. Louis Cardinals,72,81,.471,18½
Cincinnati Reds,71,83,.461,20
New York Giants,69,83,.454,21
Team | Roster,W,L,WP,GB
