"1914 National League Standings
1914 Team Standings | 1914 World Series"
Team | Roster,W,L,WP,GB
Boston Braves,94,59,.614,0
New York Giants,84,70,.545,10½
St. Louis Cardinals,81,72,.529,13
Chicago Cubs,78,76,.506,16½
Brooklyn Robins,75,79,.487,19½
Philadelphia Phillies,74,80,.481,20½
Pittsburgh Pirates,69,85,.448,25½
Cincinnati Reds,60,94,.390,34½
Team | Roster,W,L,WP,GB
